GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:453274	Mitotic G2-G2/M phases	0.000244	0.000244	1	PSMA4,OFD1,PSMA3,PSMC1,PSME2,PSMA7,SHFM1,PSMD4,PSMC3,PSMD13
REAC:69275	G2/M Transition	0.000226	0.000226	1	PSMA4,OFD1,PSMA3,PSMC1,PSME2,PSMA7,SHFM1,PSMD4,PSMC3,PSMD13
REAC:8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	8.37e-08	8.37e-08	1	PSMA4,HSP90AA1,PSMA3,PSMC1,PSME2,PSMA7,PSMD7,SHFM1,PSMA1,RPS27A,PSMD4,PSMC2,PSMC3,PSMD13
REAC:5658442	Regulation of RAS by GAPs	6.2e-08	6.2e-08	1	PSMA4,RBX1,PSMA3,PSMC1,PSME2,PSMA7,PSMD7,SHFM1,PSMA1,RPS27A,PSMD4,PSMC2,PSMC3,HRAS,PSMD13
REAC:927802	Nonsense-Mediated Decay (NMD)	7.69e-18	7.69e-18	1	RPL26L1,RPL31,RPL3,RPS19,RPL34,RPS13,RPS12,NCBP2,RPL22,RPL21,UPF3B,RPS15A,RPS24,RPL11,RPS27A,RPS3A,RPL7,RPL7A,RPL30,RPL8,RPL26,RPL22L1,RPL36AL,RPSA,UPF3A,RPL35A,RPS27L,RPS23,RPL39,RPL36A
REAC:975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	6.16e-18	6.16e-18	1	RPL26L1,RPL31,RPL3,RPS19,RPL34,RPS13,RPS12,NCBP2,RPL22,RPL21,RPS15A,RPS24,RPL11,RPS27A,RPS3A,RPL7,RPL7A,RPL30,RPL8,RPL26,RPL22L1,RPL36AL,RPSA,RPL35A,RPS27L,RPS23,RPL39,RPL36A
REAC:975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	7.69e-18	7.69e-18	1	RPL26L1,RPL31,RPL3,RPS19,RPL34,RPS13,RPS12,NCBP2,RPL22,RPL21,UPF3B,RPS15A,RPS24,RPL11,RPS27A,RPS3A,RPL7,RPL7A,RPL30,RPL8,RPL26,RPL22L1,RPL36AL,RPSA,UPF3A,RPL35A,RPS27L,RPS23,RPL39,RPL36A
REAC:72766	Translation	5.52e-23	5.52e-23	1	RPL26L1,EIF2B3,RPL31,RPL3,MRPS31,EEF1D,RPS19,MRPL32,RPL34,RPS13,MRPL51,RPS12,HARS2,RARS,RPL22,RPL21,MTIF3,EEF1E1,EIF2S2,MRPS25,MRPL35,SEC61G,RPS15A,MRPS9,MRPL47,RPS24,PPA2,RPL11,RPS27A,MRPS5,SRPRB,EIF2B5,RPS3A,RPL7,RPL7A,RPL30,MRPL17,RPL8,RPL26,RPL22L1,AIMP1,RPL36AL,SEC11C,RPSA,MRPL1,CHCHD1,MRPS22,RPL35A,RPS27L,RPS23,RPL39,RPL36A,MRPL20
REAC:72613	Eukaryotic Translation Initiation	1.79e-17	1.79e-17	1	RPL26L1,EIF2B3,RPL31,RPL3,RPS19,RPL34,RPS13,RPS12,RPL22,RPL21,EIF2S2,RPS15A,RPS24,RPL11,RPS27A,EIF2B5,RPS3A,RPL7,RPL7A,RPL30,RPL8,RPL26,RPL22L1,RPL36AL,RPSA,RPL35A,RPS27L,RPS23,RPL39,RPL36A
REAC:72737	Cap-dependent Translation Initiation	1.79e-17	1.79e-17	1	RPL26L1,EIF2B3,RPL31,RPL3,RPS19,RPL34,RPS13,RPS12,RPL22,RPL21,EIF2S2,RPS15A,RPS24,RPL11,RPS27A,EIF2B5,RPS3A,RPL7,RPL7A,RPL30,RPL8,RPL26,RPL22L1,RPL36AL,RPSA,RPL35A,RPS27L,RPS23,RPL39,RPL36A
