GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:72312	rRNA processing	3.79e-25	3.79e-25	1	NOP58,RPL31,RPL6,RPL3,NOP56,FBL,RPS19,UTP6,RPL34,RPS12,RPL24,RPL22,EXOSC8,RPL21,RIOK1,RPL23,RPS15A,LTV1,IMP4,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,GNL3,RPL35A,RPS23,RPL39
REAC:2408522	Selenoamino acid metabolism	2.13e-21	2.13e-21	1	RPL31,RPL6,RPL3,RPS19,RPL34,RPS12,RPL24,RPL22,RPL21,RPL23,RPS15A,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,RPL35A,RPS23,RPL39
REAC:2408557	Selenocysteine synthesis	2.47e-23	2.47e-23	1	RPL31,RPL6,RPL3,RPS19,RPL34,RPS12,RPL24,RPL22,RPL21,RPL23,RPS15A,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,RPL35A,RPS23,RPL39
REAC:168254	Influenza Infection	2.67e-21	2.67e-21	1	RPL31,RPL6,RPL3,PABPN1,RPS19,RPL34,RPS12,RPL24,RPL22,RPL21,RPL23,RPS15A,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,RPL35A,RPS23,GTF2F2,RPL39
REAC:168255	Influenza Life Cycle	5.55e-21	5.55e-21	1	RPL31,RPL6,RPL3,RPS19,RPL34,RPS12,RPL24,RPL22,RPL21,RPL23,RPS15A,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,RPL35A,RPS23,GTF2F2,RPL39
REAC:168273	Influenza Viral RNA Transcription and Replication	1.54e-21	1.54e-21	1	RPL31,RPL6,RPL3,RPS19,RPL34,RPS12,RPL24,RPL22,RPL21,RPL23,RPS15A,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,RPL35A,RPS23,GTF2F2,RPL39
REAC:192823	Viral mRNA Translation	1.16e-23	1.16e-23	1	RPL31,RPL6,RPL3,RPS19,RPL34,RPS12,RPL24,RPL22,RPL21,RPL23,RPS15A,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,RPL35A,RPS23,RPL39
REAC:927802	Nonsense-Mediated Decay (NMD)	1.54e-21	1.54e-21	1	RPL31,RPL6,RPL3,RPS19,RPL34,RPS12,RPL24,RPL22,RPL21,RPL23,RPS15A,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,RPL35A,RPS23,RPL39
REAC:975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	2.81e-23	2.81e-23	1	RPL31,RPL6,RPL3,RPS19,RPL34,RPS12,RPL24,RPL22,RPL21,RPL23,RPS15A,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,RPL35A,RPS23,RPL39
REAC:975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	1.54e-21	1.54e-21	1	RPL31,RPL6,RPL3,RPS19,RPL34,RPS12,RPL24,RPL22,RPL21,RPL23,RPS15A,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,RPL35A,RPS23,RPL39
REAC:72766	Translation	4.71e-24	4.71e-24	1	RPL31,RPL6,RPL3,MRPS31,RPS19,EIF3B,MRPL32,RPL34,MRPL51,RPS12,HARS2,RPL24,RPL22,RPL21,RPL23,MRPL35,RPS15A,MRPS9,RPS24,RPS11,RPL13A,RPL11,MRPS5,EIF2B5,RPL37,RPL7,RPL26,SEC11C,RPL35A,RPS23,RPL39
REAC:72764	Eukaryotic Translation Termination	2.47e-23	2.47e-23	1	RPL31,RPL6,RPL3,RPS19,RPL34,RPS12,RPL24,RPL22,RPL21,RPL23,RPS15A,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,RPL35A,RPS23,RPL39
REAC:1799339	SRP-dependent cotranslational protein targeting to membrane	2.81e-23	2.81e-23	1	RPL31,RPL6,RPL3,RPS19,RPL34,RPS12,RPL24,RPL22,RPL21,RPL23,RPS15A,RPS24,RPS11,RPL13A,RPL11,RPL37,RPL7,RPL26,SEC11C,RPL35A,RPS23,RPL39
